"ecoregion","metierL4","species"
"Bay of Biscay and the Iberian Coast","PTB","Scorpaena scrofa"
"Celtic Seas","PTB","Scorpaena scrofa"
"Greater North Sea","PTB","Scorpaena scrofa"
"Adriatic Sea","GNS","Scyliorhinus canicula"
"Aegean-Levantine Sea","GNS","Scyliorhinus canicula"
"Azores","GNS","Scyliorhinus canicula"
"Baltic Sea","GNS","Scyliorhinus canicula"
"Barents Sea","GNS","Scyliorhinus canicula"
"Bay of Biscay and the Iberian Coast","GNS","Scyliorhinus canicula"
"Black Sea","GNS","Scyliorhinus canicula"
"Celtic Seas","GNS","Scyliorhinus canicula"
"Greater North Sea","GNS","Scyliorhinus canicula"
"Icelandic Waters","GNS","Scyliorhinus canicula"
"Ionian Sea and the Central Mediterranean Sea","GNS","Scyliorhinus canicula"
"Norwegian Sea","GNS","Scyliorhinus canicula"
"Oceanic Northeast Atlantic","GNS","Scyliorhinus canicula"
"Western Mediterranean Sea","GNS","Scyliorhinus canicula"
"Adriatic Sea","OTB","Scyliorhinus canicula"
"Aegean-Levantine Sea","OTB","Scyliorhinus canicula"
"Baltic Sea","OTB","Scyliorhinus canicula"
"Barents Sea","OTB","Scyliorhinus canicula"
"Bay of Biscay and the Iberian Coast","OTB","Scyliorhinus canicula"
"Celtic Seas","OTB","Scyliorhinus canicula"
"Faroes","OTB","Scyliorhinus canicula"
"Greater North Sea","OTB","Scyliorhinus canicula"
"Greenland Sea","OTB","Scyliorhinus canicula"
"Icelandic Waters","OTB","Scyliorhinus canicula"
"Ionian Sea and the Central Mediterranean Sea","OTB","Scyliorhinus canicula"
"Norwegian Sea","OTB","Scyliorhinus canicula"
"Oceanic Northeast Atlantic","OTB","Scyliorhinus canicula"
"Western Mediterranean Sea","OTB","Scyliorhinus canicula"
NA,"OTB","Scyliorhinus canicula"
"Barents Sea","OTT","Scyliorhinus canicula"
"Bay of Biscay and the Iberian Coast","OTT","Scyliorhinus canicula"
"Celtic Seas","OTT","Scyliorhinus canicula"
"Faroes","OTT","Scyliorhinus canicula"
"Greater North Sea","OTT","Scyliorhinus canicula"
"Greenland Sea","OTT","Scyliorhinus canicula"
"Norwegian Sea","OTT","Scyliorhinus canicula"
"Oceanic Northeast Atlantic","OTT","Scyliorhinus canicula"
"Western Mediterranean Sea","OTT","Scyliorhinus canicula"
"Adriatic Sea","PTM","Scyliorhinus canicula"
"Baltic Sea","PTM","Scyliorhinus canicula"
"Bay of Biscay and the Iberian Coast","PTM","Scyliorhinus canicula"
"Celtic Seas","PTM","Scyliorhinus canicula"
"Greater North Sea","PTM","Scyliorhinus canicula"
"Ionian Sea and the Central Mediterranean Sea","PTM","Scyliorhinus canicula"
"Norwegian Sea","PTM","Scyliorhinus canicula"
"Oceanic Northeast Atlantic","PTM","Scyliorhinus canicula"
"Western Mediterranean Sea","PTM","Scyliorhinus canicula"
"Adriatic Sea","TBB","Scyliorhinus canicula"
"Barents Sea","TBB","Scyliorhinus canicula"
"Bay of Biscay and the Iberian Coast","TBB","Scyliorhinus canicula"
"Black Sea","TBB","Scyliorhinus canicula"
"Celtic Seas","TBB","Scyliorhinus canicula"
"Greater North Sea","TBB","Scyliorhinus canicula"
"Norwegian Sea","TBB","Scyliorhinus canicula"
"Western Mediterranean Sea","TBB","Scyliorhinus canicula"
"Adriatic Sea","GND","Scyliorhinus stellaris"
"Bay of Biscay and the Iberian Coast","GND","Scyliorhinus stellaris"
"Celtic Seas","GND","Scyliorhinus stellaris"
"Greater North Sea","GND","Scyliorhinus stellaris"
"Ionian Sea and the Central Mediterranean Sea","GND","Scyliorhinus stellaris"
"Western Mediterranean Sea","GND","Scyliorhinus stellaris"
"Adriatic Sea","GNS","Scyliorhinus stellaris"
"Aegean-Levantine Sea","GNS","Scyliorhinus stellaris"
"Azores","GNS","Scyliorhinus stellaris"
"Baltic Sea","GNS","Scyliorhinus stellaris"
"Barents Sea","GNS","Scyliorhinus stellaris"
"Bay of Biscay and the Iberian Coast","GNS","Scyliorhinus stellaris"
"Black Sea","GNS","Scyliorhinus stellaris"
"Celtic Seas","GNS","Scyliorhinus stellaris"
"Greater North Sea","GNS","Scyliorhinus stellaris"
"Icelandic Waters","GNS","Scyliorhinus stellaris"
"Ionian Sea and the Central Mediterranean Sea","GNS","Scyliorhinus stellaris"
"Norwegian Sea","GNS","Scyliorhinus stellaris"
"Oceanic Northeast Atlantic","GNS","Scyliorhinus stellaris"
"Western Mediterranean Sea","GNS","Scyliorhinus stellaris"
"Adriatic Sea","GTR","Scyliorhinus stellaris"
"Aegean-Levantine Sea","GTR","Scyliorhinus stellaris"
"Baltic Sea","GTR","Scyliorhinus stellaris"
"Bay of Biscay and the Iberian Coast","GTR","Scyliorhinus stellaris"
"Celtic Seas","GTR","Scyliorhinus stellaris"
"Greater North Sea","GTR","Scyliorhinus stellaris"
"Ionian Sea and the Central Mediterranean Sea","GTR","Scyliorhinus stellaris"
"Oceanic Northeast Atlantic","GTR","Scyliorhinus stellaris"
"Western Mediterranean Sea","GTR","Scyliorhinus stellaris"
"Adriatic Sea","LLS","Scyliorhinus stellaris"
"Aegean-Levantine Sea","LLS","Scyliorhinus stellaris"
"Azores","LLS","Scyliorhinus stellaris"
"Baltic Sea","LLS","Scyliorhinus stellaris"
"Bay of Biscay and the Iberian Coast","LLS","Scyliorhinus stellaris"
"Black Sea","LLS","Scyliorhinus stellaris"
"Celtic Seas","LLS","Scyliorhinus stellaris"
"Faroes","LLS","Scyliorhinus stellaris"
"Greater North Sea","LLS","Scyliorhinus stellaris"
"Icelandic Waters","LLS","Scyliorhinus stellaris"
"Ionian Sea and the Central Mediterranean Sea","LLS","Scyliorhinus stellaris"
"Oceanic Northeast Atlantic","LLS","Scyliorhinus stellaris"
"Western Mediterranean Sea","LLS","Scyliorhinus stellaris"
"Adriatic Sea","OTB","Scyliorhinus stellaris"
"Aegean-Levantine Sea","OTB","Scyliorhinus stellaris"
"Baltic Sea","OTB","Scyliorhinus stellaris"
"Barents Sea","OTB","Scyliorhinus stellaris"
"Bay of Biscay and the Iberian Coast","OTB","Scyliorhinus stellaris"
"Celtic Seas","OTB","Scyliorhinus stellaris"
"Faroes","OTB","Scyliorhinus stellaris"
"Greater North Sea","OTB","Scyliorhinus stellaris"
"Greenland Sea","OTB","Scyliorhinus stellaris"
"Icelandic Waters","OTB","Scyliorhinus stellaris"
"Ionian Sea and the Central Mediterranean Sea","OTB","Scyliorhinus stellaris"
"Norwegian Sea","OTB","Scyliorhinus stellaris"
"Oceanic Northeast Atlantic","OTB","Scyliorhinus stellaris"
"Western Mediterranean Sea","OTB","Scyliorhinus stellaris"
NA,"OTB","Scyliorhinus stellaris"
"Barents Sea","OTT","Scyliorhinus stellaris"
"Bay of Biscay and the Iberian Coast","OTT","Scyliorhinus stellaris"
"Celtic Seas","OTT","Scyliorhinus stellaris"
"Faroes","OTT","Scyliorhinus stellaris"
"Greater North Sea","OTT","Scyliorhinus stellaris"
"Greenland Sea","OTT","Scyliorhinus stellaris"
"Norwegian Sea","OTT","Scyliorhinus stellaris"
"Oceanic Northeast Atlantic","OTT","Scyliorhinus stellaris"
"Western Mediterranean Sea","OTT","Scyliorhinus stellaris"
"Baltic Sea","PTB","Scyliorhinus stellaris"
"Bay of Biscay and the Iberian Coast","PTB","Scyliorhinus stellaris"
"Celtic Seas","PTB","Scyliorhinus stellaris"
"Greater North Sea","PTB","Scyliorhinus stellaris"
"Adriatic Sea","PTM","Scyliorhinus stellaris"
"Baltic Sea","PTM","Scyliorhinus stellaris"
"Bay of Biscay and the Iberian Coast","PTM","Scyliorhinus stellaris"
"Celtic Seas","PTM","Scyliorhinus stellaris"
"Greater North Sea","PTM","Scyliorhinus stellaris"
"Ionian Sea and the Central Mediterranean Sea","PTM","Scyliorhinus stellaris"
"Norwegian Sea","PTM","Scyliorhinus stellaris"
"Oceanic Northeast Atlantic","PTM","Scyliorhinus stellaris"
"Western Mediterranean Sea","PTM","Scyliorhinus stellaris"
"Adriatic Sea","TBB","Scyliorhinus stellaris"
"Barents Sea","TBB","Scyliorhinus stellaris"
"Bay of Biscay and the Iberian Coast","TBB","Scyliorhinus stellaris"
"Black Sea","TBB","Scyliorhinus stellaris"
"Celtic Seas","TBB","Scyliorhinus stellaris"
"Greater North Sea","TBB","Scyliorhinus stellaris"
"Norwegian Sea","TBB","Scyliorhinus stellaris"
"Western Mediterranean Sea","TBB","Scyliorhinus stellaris"
"Adriatic Sea","GNS","Scymnodon ringens"
"Aegean-Levantine Sea","GNS","Scymnodon ringens"
"Azores","GNS","Scymnodon ringens"
"Baltic Sea","GNS","Scymnodon ringens"
"Barents Sea","GNS","Scymnodon ringens"
"Bay of Biscay and the Iberian Coast","GNS","Scymnodon ringens"
"Black Sea","GNS","Scymnodon ringens"
"Celtic Seas","GNS","Scymnodon ringens"
"Greater North Sea","GNS","Scymnodon ringens"
"Icelandic Waters","GNS","Scymnodon ringens"
"Ionian Sea and the Central Mediterranean Sea","GNS","Scymnodon ringens"
"Norwegian Sea","GNS","Scymnodon ringens"
"Oceanic Northeast Atlantic","GNS","Scymnodon ringens"
"Western Mediterranean Sea","GNS","Scymnodon ringens"
"Adriatic Sea","GTR","Scymnodon ringens"
"Aegean-Levantine Sea","GTR","Scymnodon ringens"
"Baltic Sea","GTR","Scymnodon ringens"
"Bay of Biscay and the Iberian Coast","GTR","Scymnodon ringens"
"Celtic Seas","GTR","Scymnodon ringens"
"Greater North Sea","GTR","Scymnodon ringens"
"Ionian Sea and the Central Mediterranean Sea","GTR","Scymnodon ringens"
"Oceanic Northeast Atlantic","GTR","Scymnodon ringens"
"Western Mediterranean Sea","GTR","Scymnodon ringens"
"Adriatic Sea","LLS","Scymnodon ringens"
"Aegean-Levantine Sea","LLS","Scymnodon ringens"
"Azores","LLS","Scymnodon ringens"
"Baltic Sea","LLS","Scymnodon ringens"
"Bay of Biscay and the Iberian Coast","LLS","Scymnodon ringens"
"Black Sea","LLS","Scymnodon ringens"
"Celtic Seas","LLS","Scymnodon ringens"
"Faroes","LLS","Scymnodon ringens"
"Greater North Sea","LLS","Scymnodon ringens"
"Icelandic Waters","LLS","Scymnodon ringens"
"Ionian Sea and the Central Mediterranean Sea","LLS","Scymnodon ringens"
"Oceanic Northeast Atlantic","LLS","Scymnodon ringens"
"Western Mediterranean Sea","LLS","Scymnodon ringens"
"Adriatic Sea","OTB","Scymnodon ringens"
"Aegean-Levantine Sea","OTB","Scymnodon ringens"
"Baltic Sea","OTB","Scymnodon ringens"
"Barents Sea","OTB","Scymnodon ringens"
"Bay of Biscay and the Iberian Coast","OTB","Scymnodon ringens"
"Celtic Seas","OTB","Scymnodon ringens"
"Faroes","OTB","Scymnodon ringens"
"Greater North Sea","OTB","Scymnodon ringens"
"Greenland Sea","OTB","Scymnodon ringens"
"Icelandic Waters","OTB","Scymnodon ringens"
"Ionian Sea and the Central Mediterranean Sea","OTB","Scymnodon ringens"
"Norwegian Sea","OTB","Scymnodon ringens"
"Oceanic Northeast Atlantic","OTB","Scymnodon ringens"
"Western Mediterranean Sea","OTB","Scymnodon ringens"
NA,"OTB","Scymnodon ringens"
"Adriatic Sea","OTM","Scymnodon ringens"
"Baltic Sea","OTM","Scymnodon ringens"
"Bay of Biscay and the Iberian Coast","OTM","Scymnodon ringens"
"Black Sea","OTM","Scymnodon ringens"
"Celtic Seas","OTM","Scymnodon ringens"
"Faroes","OTM","Scymnodon ringens"
"Greater North Sea","OTM","Scymnodon ringens"
"Icelandic Waters","OTM","Scymnodon ringens"
"Ionian Sea and the Central Mediterranean Sea","OTM","Scymnodon ringens"
"Norwegian Sea","OTM","Scymnodon ringens"
"Oceanic Northeast Atlantic","OTM","Scymnodon ringens"
"Western Mediterranean Sea","OTM","Scymnodon ringens"
"Baltic Sea","PTB","Scymnodon ringens"
"Bay of Biscay and the Iberian Coast","PTB","Scymnodon ringens"
"Celtic Seas","PTB","Scymnodon ringens"
"Greater North Sea","PTB","Scymnodon ringens"
"Adriatic Sea","OTB","Sebastes mentella"
"Aegean-Levantine Sea","OTB","Sebastes mentella"
"Baltic Sea","OTB","Sebastes mentella"
"Barents Sea","OTB","Sebastes mentella"
"Bay of Biscay and the Iberian Coast","OTB","Sebastes mentella"
"Celtic Seas","OTB","Sebastes mentella"
"Faroes","OTB","Sebastes mentella"
"Greater North Sea","OTB","Sebastes mentella"
"Greenland Sea","OTB","Sebastes mentella"
"Icelandic Waters","OTB","Sebastes mentella"
"Ionian Sea and the Central Mediterranean Sea","OTB","Sebastes mentella"
"Norwegian Sea","OTB","Sebastes mentella"
"Oceanic Northeast Atlantic","OTB","Sebastes mentella"
"Western Mediterranean Sea","OTB","Sebastes mentella"
NA,"OTB","Sebastes mentella"
"Adriatic Sea","OTM","Sebastes mentella"
"Baltic Sea","OTM","Sebastes mentella"
"Bay of Biscay and the Iberian Coast","OTM","Sebastes mentella"
"Black Sea","OTM","Sebastes mentella"
"Celtic Seas","OTM","Sebastes mentella"
"Faroes","OTM","Sebastes mentella"
"Greater North Sea","OTM","Sebastes mentella"
"Icelandic Waters","OTM","Sebastes mentella"
"Ionian Sea and the Central Mediterranean Sea","OTM","Sebastes mentella"
"Norwegian Sea","OTM","Sebastes mentella"
"Oceanic Northeast Atlantic","OTM","Sebastes mentella"
"Western Mediterranean Sea","OTM","Sebastes mentella"
"Barents Sea","OTT","Sebastes mentella"
"Bay of Biscay and the Iberian Coast","OTT","Sebastes mentella"
"Celtic Seas","OTT","Sebastes mentella"
"Faroes","OTT","Sebastes mentella"
"Greater North Sea","OTT","Sebastes mentella"
"Greenland Sea","OTT","Sebastes mentella"
"Norwegian Sea","OTT","Sebastes mentella"
"Oceanic Northeast Atlantic","OTT","Sebastes mentella"
"Western Mediterranean Sea","OTT","Sebastes mentella"
"Adriatic Sea","OTB","Sebastes norvegicus"
"Aegean-Levantine Sea","OTB","Sebastes norvegicus"
"Baltic Sea","OTB","Sebastes norvegicus"
"Barents Sea","OTB","Sebastes norvegicus"
"Bay of Biscay and the Iberian Coast","OTB","Sebastes norvegicus"
"Celtic Seas","OTB","Sebastes norvegicus"
"Faroes","OTB","Sebastes norvegicus"
"Greater North Sea","OTB","Sebastes norvegicus"
"Greenland Sea","OTB","Sebastes norvegicus"
"Icelandic Waters","OTB","Sebastes norvegicus"
"Ionian Sea and the Central Mediterranean Sea","OTB","Sebastes norvegicus"
"Norwegian Sea","OTB","Sebastes norvegicus"
"Oceanic Northeast Atlantic","OTB","Sebastes norvegicus"
"Western Mediterranean Sea","OTB","Sebastes norvegicus"
NA,"OTB","Sebastes norvegicus"
"Barents Sea","OTT","Sebastes norvegicus"
"Bay of Biscay and the Iberian Coast","OTT","Sebastes norvegicus"
"Celtic Seas","OTT","Sebastes norvegicus"
"Faroes","OTT","Sebastes norvegicus"
"Greater North Sea","OTT","Sebastes norvegicus"
"Greenland Sea","OTT","Sebastes norvegicus"
"Norwegian Sea","OTT","Sebastes norvegicus"
"Oceanic Northeast Atlantic","OTT","Sebastes norvegicus"
"Western Mediterranean Sea","OTT","Sebastes norvegicus"
"Baltic Sea","PTB","Sebastes norvegicus"
"Bay of Biscay and the Iberian Coast","PTB","Sebastes norvegicus"
"Celtic Seas","PTB","Sebastes norvegicus"
"Greater North Sea","PTB","Sebastes norvegicus"
"Baltic Sea","SSC","Sebastes norvegicus"
"Bay of Biscay and the Iberian Coast","SSC","Sebastes norvegicus"
"Celtic Seas","SSC","Sebastes norvegicus"
"Greater North Sea","SSC","Sebastes norvegicus"
"Adriatic Sea","TBB","Sebastes norvegicus"
"Barents Sea","TBB","Sebastes norvegicus"
"Bay of Biscay and the Iberian Coast","TBB","Sebastes norvegicus"
"Black Sea","TBB","Sebastes norvegicus"
"Celtic Seas","TBB","Sebastes norvegicus"
"Greater North Sea","TBB","Sebastes norvegicus"
"Norwegian Sea","TBB","Sebastes norvegicus"
"Western Mediterranean Sea","TBB","Sebastes norvegicus"
"Adriatic Sea","FPO","Sebastes viviparus"
"Aegean-Levantine Sea","FPO","Sebastes viviparus"
"Azores","FPO","Sebastes viviparus"
"Baltic Sea","FPO","Sebastes viviparus"
"Bay of Biscay and the Iberian Coast","FPO","Sebastes viviparus"
"Black Sea","FPO","Sebastes viviparus"
"Celtic Seas","FPO","Sebastes viviparus"
"Faroes","FPO","Sebastes viviparus"
"Greater North Sea","FPO","Sebastes viviparus"
"Icelandic Waters","FPO","Sebastes viviparus"
"Ionian Sea and the Central Mediterranean Sea","FPO","Sebastes viviparus"
"Oceanic Northeast Atlantic","FPO","Sebastes viviparus"
"Western Mediterranean Sea","FPO","Sebastes viviparus"
"Adriatic Sea","OTB","Sebastes viviparus"
"Aegean-Levantine Sea","OTB","Sebastes viviparus"
"Baltic Sea","OTB","Sebastes viviparus"
"Barents Sea","OTB","Sebastes viviparus"
"Bay of Biscay and the Iberian Coast","OTB","Sebastes viviparus"
"Celtic Seas","OTB","Sebastes viviparus"
"Faroes","OTB","Sebastes viviparus"
"Greater North Sea","OTB","Sebastes viviparus"
"Greenland Sea","OTB","Sebastes viviparus"
"Icelandic Waters","OTB","Sebastes viviparus"
"Ionian Sea and the Central Mediterranean Sea","OTB","Sebastes viviparus"
"Norwegian Sea","OTB","Sebastes viviparus"
"Oceanic Northeast Atlantic","OTB","Sebastes viviparus"
"Western Mediterranean Sea","OTB","Sebastes viviparus"
NA,"OTB","Sebastes viviparus"
"Barents Sea","OTT","Sebastes viviparus"
"Bay of Biscay and the Iberian Coast","OTT","Sebastes viviparus"
"Celtic Seas","OTT","Sebastes viviparus"
"Faroes","OTT","Sebastes viviparus"
"Greater North Sea","OTT","Sebastes viviparus"
"Greenland Sea","OTT","Sebastes viviparus"
"Norwegian Sea","OTT","Sebastes viviparus"
"Oceanic Northeast Atlantic","OTT","Sebastes viviparus"
"Western Mediterranean Sea","OTT","Sebastes viviparus"
"Baltic Sea","PTB","Sebastes viviparus"
"Bay of Biscay and the Iberian Coast","PTB","Sebastes viviparus"
"Celtic Seas","PTB","Sebastes viviparus"
"Greater North Sea","PTB","Sebastes viviparus"
"Baltic Sea","SDN","Sebastes viviparus"
"Bay of Biscay and the Iberian Coast","SDN","Sebastes viviparus"
"Greater North Sea","SDN","Sebastes viviparus"
"Icelandic Waters","SDN","Sebastes viviparus"
"Baltic Sea","SSC","Sebastes viviparus"
"Bay of Biscay and the Iberian Coast","SSC","Sebastes viviparus"
"Celtic Seas","SSC","Sebastes viviparus"
"Greater North Sea","SSC","Sebastes viviparus"
"Adriatic Sea","LLD","Selachii"
"Aegean-Levantine Sea","LLD","Selachii"
"Azores","LLD","Selachii"
"Baltic Sea","LLD","Selachii"
"Bay of Biscay and the Iberian Coast","LLD","Selachii"
"Black Sea","LLD","Selachii"
"Celtic Seas","LLD","Selachii"
"Greater North Sea","LLD","Selachii"
"Ionian Sea and the Central Mediterranean Sea","LLD","Selachii"
"Oceanic Northeast Atlantic","LLD","Selachii"
"Western Mediterranean Sea","LLD","Selachii"
NA,"LLD","Selachii"
"Baltic Sea","FPN","Somateria mollissima"
"Greater North Sea","FPN","Somateria mollissima"
"Western Mediterranean Sea","FPN","Somateria mollissima"
"Adriatic Sea","GNS","Somateria mollissima"
"Aegean-Levantine Sea","GNS","Somateria mollissima"
"Azores","GNS","Somateria mollissima"
"Baltic Sea","GNS","Somateria mollissima"
"Barents Sea","GNS","Somateria mollissima"
"Bay of Biscay and the Iberian Coast","GNS","Somateria mollissima"
"Black Sea","GNS","Somateria mollissima"
"Celtic Seas","GNS","Somateria mollissima"
"Greater North Sea","GNS","Somateria mollissima"
"Icelandic Waters","GNS","Somateria mollissima"
"Ionian Sea and the Central Mediterranean Sea","GNS","Somateria mollissima"
"Norwegian Sea","GNS","Somateria mollissima"
"Oceanic Northeast Atlantic","GNS","Somateria mollissima"
"Western Mediterranean Sea","GNS","Somateria mollissima"
"Adriatic Sea","GTR","Somateria mollissima"
"Aegean-Levantine Sea","GTR","Somateria mollissima"
"Baltic Sea","GTR","Somateria mollissima"
"Bay of Biscay and the Iberian Coast","GTR","Somateria mollissima"
"Celtic Seas","GTR","Somateria mollissima"
"Greater North Sea","GTR","Somateria mollissima"
"Ionian Sea and the Central Mediterranean Sea","GTR","Somateria mollissima"
"Oceanic Northeast Atlantic","GTR","Somateria mollissima"
"Western Mediterranean Sea","GTR","Somateria mollissima"
"Adriatic Sea","GNS","Somniosus microcephalus"
"Aegean-Levantine Sea","GNS","Somniosus microcephalus"
"Azores","GNS","Somniosus microcephalus"
"Baltic Sea","GNS","Somniosus microcephalus"
"Barents Sea","GNS","Somniosus microcephalus"
"Bay of Biscay and the Iberian Coast","GNS","Somniosus microcephalus"
"Black Sea","GNS","Somniosus microcephalus"
"Celtic Seas","GNS","Somniosus microcephalus"
"Greater North Sea","GNS","Somniosus microcephalus"
"Icelandic Waters","GNS","Somniosus microcephalus"
"Ionian Sea and the Central Mediterranean Sea","GNS","Somniosus microcephalus"
"Norwegian Sea","GNS","Somniosus microcephalus"
"Oceanic Northeast Atlantic","GNS","Somniosus microcephalus"
"Western Mediterranean Sea","GNS","Somniosus microcephalus"
"Adriatic Sea","OTB","Somniosus microcephalus"
"Aegean-Levantine Sea","OTB","Somniosus microcephalus"
"Baltic Sea","OTB","Somniosus microcephalus"
"Barents Sea","OTB","Somniosus microcephalus"
"Bay of Biscay and the Iberian Coast","OTB","Somniosus microcephalus"
